soc_code,element_name,importance_score,source
29-1141,"Monitoring Processes, Materials, or Surroundings",4.24,work_activity
29-1141,"Monitoring Processes, Materials, or Surroundings",5.95,work_activity
29-1141,"Identifying Objects, Actions, and Events",4.1,work_activity
29-1141,"Identifying Objects, Actions, and Events",5.29,work_activity
29-1141,"Inspecting Equipment, Structures, or Materials",2.95,work_activity
29-1141,"Inspecting Equipment, Structures, or Materials",3.29,work_activity
29-1141,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.48,work_activity
29-1141,"Estimating the Quantifiable Characteristics of Products, Events, or Information",4.05,work_activity
29-1141,"Judging the Qualities of Objects, Services, or People",3.9,work_activity
29-1141,"Judging the Qualities of Objects, Services, or People",4.62,work_activity
29-1141,Processing Information,4.05,work_activity
29-1141,Processing Information,5.45,work_activity
29-1141,Evaluating Information to Determine Compliance with Standards,4.3,work_activity
29-1141,Evaluating Information to Determine Compliance with Standards,4.57,work_activity
29-1141,Analyzing Data or Information,4.19,work_activity
29-1141,Analyzing Data or Information,4.86,work_activity
29-1141,Making Decisions and Solving Problems,4.48,work_activity
29-1141,Making Decisions and Solving Problems,5.24,work_activity
29-1141,Thinking Creatively,3.76,work_activity
29-1141,Thinking Creatively,4.57,work_activity
29-1141,Updating and Using Relevant Knowledge,4.76,work_activity
29-1141,Updating and Using Relevant Knowledge,5.9,work_activity
29-1141,Developing Objectives and Strategies,3.75,work_activity
29-1141,Developing Objectives and Strategies,4.38,work_activity
29-1141,Scheduling Work and Activities,3.0,work_activity
29-1141,Scheduling Work and Activities,4.24,work_activity
29-1141,"Organizing, Planning, and Prioritizing Work",4.1,work_activity
29-1141,"Organizing, Planning, and Prioritizing Work",5.76,work_activity
29-1141,Performing General Physical Activities,2.71,work_activity
29-1141,Performing General Physical Activities,3.1,work_activity
29-1141,Handling and Moving Objects,2.33,work_activity
29-1141,Handling and Moving Objects,3.33,work_activity
29-1141,Controlling Machines and Processes,2.29,work_activity
29-1141,Controlling Machines and Processes,2.29,work_activity
29-1141,"Operating Vehicles, Mechanized Devices, or Equipment",1.75,work_activity
29-1141,"Operating Vehicles, Mechanized Devices, or Equipment",1.43,work_activity
29-1141,Working with Computers,4.0,work_activity
29-1141,Working with Computers,3.48,work_activity
29-1141,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.81,work_activity
29-1141,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.48,work_activity
29-1141,Repairing and Maintaining Mechanical Equipment,1.62,work_activity
29-1141,Repairing and Maintaining Mechanical Equipment,1.38,work_activity
29-1141,Repairing and Maintaining Electronic Equipment,1.71,work_activity
29-1141,Repairing and Maintaining Electronic Equipment,1.38,work_activity
29-1141,Documenting/Recording Information,4.14,work_activity
29-1141,Documenting/Recording Information,4.6,work_activity
29-1141,Interpreting the Meaning of Information for Others,3.9,work_activity
29-1141,Interpreting the Meaning of Information for Others,4.24,work_activity
29-1141,"Communicating with Supervisors, Peers, or Subordinates",4.75,work_activity
29-1141,"Communicating with Supervisors, Peers, or Subordinates",5.67,work_activity
29-1141,Communicating with People Outside the Organization,3.57,work_activity
29-1141,Communicating with People Outside the Organization,4.48,work_activity
29-1141,Establishing and Maintaining Interpersonal Relationships,4.57,work_activity
29-1141,Establishing and Maintaining Interpersonal Relationships,5.62,work_activity
29-1141,Assisting and Caring for Others,4.71,work_activity
29-1141,Assisting and Caring for Others,6.05,work_activity
29-1141,Selling or Influencing Others,3.0,work_activity
29-1141,Selling or Influencing Others,3.9,work_activity
29-1141,Resolving Conflicts and Negotiating with Others,3.71,work_activity
29-1141,Resolving Conflicts and Negotiating with Others,4.71,work_activity
29-1141,Performing for or Working Directly with the Public,3.25,work_activity
29-1141,Performing for or Working Directly with the Public,4.05,work_activity
29-1141,Coordinating the Work and Activities of Others,3.71,work_activity
29-1141,Coordinating the Work and Activities of Others,4.76,work_activity
29-1141,Developing and Building Teams,3.95,work_activity
29-1141,Developing and Building Teams,4.81,work_activity
29-1141,Training and Teaching Others,4.48,work_activity
29-1141,Training and Teaching Others,5.86,work_activity
29-1141,"Guiding, Directing, and Motivating Subordinates",3.29,work_activity
29-1141,"Guiding, Directing, and Motivating Subordinates",4.38,work_activity
29-1141,Coaching and Developing Others,4.15,work_activity
29-1141,Coaching and Developing Others,5.33,work_activity
29-1141,Providing Consultation and Advice to Others,4.38,work_activity
29-1141,Providing Consultation and Advice to Others,5.9,work_activity
29-1141,Performing Administrative Activities,2.9,work_activity
29-1141,Performing Administrative Activities,3.52,work_activity
29-1141,Staffing Organizational Units,2.19,work_activity
29-1141,Staffing Organizational Units,2.71,work_activity
29-1141,Monitoring and Controlling Resources,2.95,work_activity
29-1141,Monitoring and Controlling Resources,3.57,work_activity
29-1151,Getting Information,4.74,work_activity
29-1151,Getting Information,5.74,work_activity
29-1151,"Monitoring Processes, Materials, or Surroundings",4.46,work_activity
29-1151,"Monitoring Processes, Materials, or Surroundings",6.52,work_activity
29-1151,"Identifying Objects, Actions, and Events",4.62,work_activity
29-1151,"Identifying Objects, Actions, and Events",5.74,work_activity
29-1151,"Inspecting Equipment, Structures, or Materials",4.52,work_activity
29-1151,"Inspecting Equipment, Structures, or Materials",5.26,work_activity
29-1151,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.81,work_activity
29-1151,"Estimating the Quantifiable Characteristics of Products, Events, or Information",4.19,work_activity
29-1151,"Judging the Qualities of Objects, Services, or People",3.73,work_activity
29-1151,"Judging the Qualities of Objects, Services, or People",4.52,work_activity
29-1151,Processing Information,4.3,work_activity
29-1151,Processing Information,5.59,work_activity
29-1151,Evaluating Information to Determine Compliance with Standards,4.37,work_activity
29-1151,Evaluating Information to Determine Compliance with Standards,5.19,work_activity
29-1151,Analyzing Data or Information,4.56,work_activity
29-1151,Analyzing Data or Information,5.44,work_activity
29-1151,Making Decisions and Solving Problems,4.63,work_activity
29-1151,Making Decisions and Solving Problems,6.12,work_activity
29-1151,Thinking Creatively,3.46,work_activity
29-1151,Thinking Creatively,4.27,work_activity
29-1151,Updating and Using Relevant Knowledge,4.65,work_activity
29-1151,Updating and Using Relevant Knowledge,6.0,work_activity
29-1151,Developing Objectives and Strategies,3.54,work_activity
29-1151,Developing Objectives and Strategies,4.23,work_activity
29-1151,Scheduling Work and Activities,3.37,work_activity
29-1151,Scheduling Work and Activities,4.59,work_activity
29-1151,"Organizing, Planning, and Prioritizing Work",3.96,work_activity
29-1151,"Organizing, Planning, and Prioritizing Work",5.19,work_activity
29-1151,Performing General Physical Activities,3.89,work_activity
29-1151,Performing General Physical Activities,4.04,work_activity
29-1151,Handling and Moving Objects,3.74,work_activity
29-1151,Handling and Moving Objects,4.78,work_activity
29-1151,Controlling Machines and Processes,3.85,work_activity
29-1151,Controlling Machines and Processes,4.77,work_activity
29-1151,"Operating Vehicles, Mechanized Devices, or Equipment",2.35,work_activity
29-1151,"Operating Vehicles, Mechanized Devices, or Equipment",2.0,work_activity
29-1151,Working with Computers,4.15,work_activity
29-1151,Working with Computers,3.67,work_activity
29-1151,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.96,work_activity
29-1151,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",1.67,work_activity
29-1151,Repairing and Maintaining Mechanical Equipment,2.67,work_activity
29-1151,Repairing and Maintaining Mechanical Equipment,2.56,work_activity
29-1151,Repairing and Maintaining Electronic Equipment,2.81,work_activity
29-1151,Repairing and Maintaining Electronic Equipment,2.33,work_activity
29-1151,Documenting/Recording Information,4.68,work_activity
29-1151,Documenting/Recording Information,5.5,work_activity
29-1151,Interpreting the Meaning of Information for Others,3.88,work_activity
29-1151,Interpreting the Meaning of Information for Others,4.52,work_activity
29-1151,"Communicating with Supervisors, Peers, or Subordinates",4.5,work_activity
29-1151,"Communicating with Supervisors, Peers, or Subordinates",5.41,work_activity
29-1151,Communicating with People Outside the Organization,3.04,work_activity
29-1151,Communicating with People Outside the Organization,3.78,work_activity
29-1151,Establishing and Maintaining Interpersonal Relationships,4.19,work_activity
29-1151,Establishing and Maintaining Interpersonal Relationships,5.19,work_activity
29-1151,Assisting and Caring for Others,4.85,work_activity
29-1151,Assisting and Caring for Others,6.78,work_activity
29-1151,Selling or Influencing Others,2.67,work_activity
29-1151,Selling or Influencing Others,3.15,work_activity
29-1151,Resolving Conflicts and Negotiating with Others,3.69,work_activity
29-1151,Resolving Conflicts and Negotiating with Others,4.54,work_activity
29-1151,Performing for or Working Directly with the Public,3.89,work_activity
29-1151,Performing for or Working Directly with the Public,4.77,work_activity
29-1151,Coordinating the Work and Activities of Others,3.67,work_activity
29-1151,Coordinating the Work and Activities of Others,4.41,work_activity
29-1151,Developing and Building Teams,3.77,work_activity
29-1151,Developing and Building Teams,4.35,work_activity
29-1151,Training and Teaching Others,4.19,work_activity
29-1151,Training and Teaching Others,5.27,work_activity
29-1151,"Guiding, Directing, and Motivating Subordinates",3.89,work_activity
29-1151,"Guiding, Directing, and Motivating Subordinates",4.52,work_activity
29-1151,Coaching and Developing Others,3.59,work_activity
29-1151,Coaching and Developing Others,4.67,work_activity
29-1151,Providing Consultation and Advice to Others,3.7,work_activity
29-1151,Providing Consultation and Advice to Others,4.33,work_activity
29-1151,Performing Administrative Activities,2.73,work_activity
29-1151,Performing Administrative Activities,3.48,work_activity
29-1151,Staffing Organizational Units,3.08,work_activity
29-1151,Staffing Organizational Units,3.58,work_activity
29-1151,Monitoring and Controlling Resources,3.41,work_activity
29-1151,Monitoring and Controlling Resources,4.04,work_activity
29-1161,Getting Information,4.79,work_activity
29-1161,Getting Information,5.91,work_activity
29-1161,"Monitoring Processes, Materials, or Surroundings",4.3,work_activity
29-1161,"Monitoring Processes, Materials, or Surroundings",5.88,work_activity
29-1161,"Identifying Objects, Actions, and Events",4.67,work_activity
29-1161,"Identifying Objects, Actions, and Events",5.91,work_activity
29-1161,"Inspecting Equipment, Structures, or Materials",3.16,work_activity
29-1161,"Inspecting Equipment, Structures, or Materials",3.58,work_activity
29-1161,"Estimating the Quantifiable Characteristics of Products, Events, or Information",2.81,work_activity
29-1161,"Estimating the Quantifiable Characteristics of Products, Events, or Information",3.0,work_activity
29-1161,"Judging the Qualities of Objects, Services, or People",3.5,work_activity
29-1161,"Judging the Qualities of Objects, Services, or People",4.33,work_activity
29-1161,Processing Information,4.06,work_activity
29-1161,Processing Information,5.12,work_activity
29-1161,Evaluating Information to Determine Compliance with Standards,4.15,work_activity
29-1161,Evaluating Information to Determine Compliance with Standards,4.94,work_activity
